연번,시군명,시설명,주소
7045,합천군,(봉산)권빈2구경로당,봉산면 권빈4길 4-9
7046,합천군,(봉산)권빈3구경로당,봉산면 권빈2길 3-2
7047,합천군,(봉산)압곡1구경로당,봉산면 압곡1길 43 
7048,합천군,(봉산)압곡2구경로당,봉산면 압곡3길 84 
7049,합천군,(봉산)신기마을경로당,봉산면 압곡2길 40 
7050,합천군,(봉산)상현경로당,봉산면 상현3길 3 
7051,합천군,(봉산)도곡경로당,봉산면 도곡길 30
7052,합천군,(봉산)김봉리경로당,봉산면 김봉서부로 4336
7053,합천군,(봉산)김봉리할머니경로당,봉산면 김봉길 15-4 
7054,합천군,(봉산)봉계경로당,봉산면 봉계길 517-6
7055,합천군,(봉산)고삼경로당,봉산면 고삼길 53 
7056,합천군,(봉산)양지1구경로당,봉산면 양지2길 102 
7057,합천군,(봉산)양지2구경로당,봉산면 서부로 3642 
7058,합천군,(봉산)노곡1구경로당,봉산면 노곡2길 102
7059,합천군,(봉산)노곡2구경로당,봉산면 노곡3길 64
7060,합천군,(봉산)노곡3구경로당,봉산면 노곡1길 15-22 
7061,합천군,(봉산)술곡경로당,봉산면 술곡2길 15-1 
7062,합천군,(봉산)계산1구경로당,봉산면 계산5길  
7063,합천군,(봉산)계산2구서편경로당,봉산면 계산1길 58 
7064,합천군,(봉산)계산동편경로당,봉산면 권빈계산로 84-5
7065,합천군,(봉산)계산남계경로당,봉산면 권빈계산로 197-3 
7066,합천군,(봉산)신기동경로당,봉산면 계산3길 8-3
7067,합천군,(봉산)송림경로당,봉산면 송림길 27 
7068,합천군,(봉산)봉산경로당,봉산면 김봉길 47-14 
7069,합천군,(묘산)거산경로당,묘산면 거산1길 105 
7070,합천군,(묘산)거산양지경로당,묘산면 거산2길 104 
7071,합천군,(묘산)동남경로당,묘산면 거산1길 22-6 
7072,합천군,(묘산)계동경로당,묘산면 계동마을길 1-16 
7073,합천군,(묘산)화양경로당,묘산면 화양안성길 126-3 
7074,합천군,(묘산)하나곡경로당,묘산면 화양소나무길 125 
7075,합천군,(묘산)상나곡경로당,묘산면 화양소나무길 245 
7076,합천군,(묘산)안성경로당,묘산면 묘산로 411 
7077,합천군,(묘산)평촌경로당,묘산면 평촌길 21-4 
7078,합천군,(묘산)도옥경로당,묘산면 도옥길 40 
7079,합천군,(묘산)창촌경로당,묘산면 묘산로 249-1 
7080,합천군,(묘산)산제경로당,묘산면 산제길 51-3 
7081,합천군,(묘산)교동경로당,묘산면 묘산로 163 
7082,합천군,(묘산)묘산면분회경로당,묘산면 묘산로 173-1 
7083,합천군,(묘산)가야마을경로당,묘산면 오도산길 153 
7084,합천군,(묘산)반포경로당,묘산면 반포길 47-4 
7085,합천군,(묘산)팔심경로당,묘산면 팔심길 227 
7086,합천군,(묘산)봉곡1구경로당,묘산면 봉곡2길 34 
7087,합천군,(묘산)봉곡경로당,묘산면 봉곡3길 9 
7088,합천군,(묘산)개금불경로당,묘산면 봉곡1길 14 
7089,합천군,(묘산)광산경로당,묘산면 광산1길 8-1 
7090,합천군,(묘산)관기경로당,묘산면 관기길 16-2 
7091,합천군,(묘산)심묘경로당,묘산면 웅기중촌길 6 
7092,합천군,(묘산)중촌경로당,묘산면 관기중촌길 70 
7093,합천군,(묘산)웅기경로당,묘산면 웅기중촌길 28 
7094,합천군,(묘산)가산경로당,묘산면 가산공곡길 98 
7095,합천군,(묘산)공곡경로당,묘산면 가산공곡길 203 
7096,합천군,(가야)야천1구경로당,가야면 가야시장로 95
7097,합천군,(가야)정골경로당,가야면 점골길 5-3
7098,합천군,(가야)가야경로당,가야면 황산3길 8-15
7099,합천군,(가야)야천2구경로당,가야면 야천2길 47
7100,합천군,(가야)야천3구경로당,가야면 야천4길 20-5
7101,합천군,(가야)구원경로당,가야면 구원2길 58
7102,합천군,(가야)터서리경로당,가야면 구원3길 50-5
7103,합천군,(가야)구원2구경로당,가야면 구원1길 4-1
7104,합천군,(가야)해인경로당,가야면 치인2길 22-3
7105,합천군,(가야)치인2구경로당,가야면 마장동길 2
7106,합천군,(가야)죽전경로당,가야면 죽전길 29
7107,합천군,(가야)대밭골경로당,가야면 죽전1길 97
7108,합천군,(가야)석계경로당,가야면 죽전길 145
7109,합천군,(가야)대전경로당,가야면 대전1길 30
7110,합천군,(가야)대전남교경로당,가야면 매안대전길 156
7111,합천군,(가야)황령경로당,가야면 대전2길 100
7112,합천군,(가야)가천경로당,가야면 구미가천로 230
7113,합천군,(가야)더내경로당,가야면 구미가천로 304
7114,합천군,(가야)덕방경로당,가야면 가천길 89
7115,합천군,(가야)구미1구경로당,가야면 구미1길 3
7116,합천군,(가야)학계경로당,가야면 구미2길 114-7
7117,합천군,(가야)임북경로당,가야면 구미3길 13-1
7118,합천군,(가야)매안1구경로당,가야면 매안1길 8
7119,합천군,(가야)하매경로당,가야면 매안청현길 14-14
7120,합천군,(가야)숭산경로당,가야면 매안대전길 6-6
7121,합천군,(가야)매안2구경로당,가야면 매안3길 13-8
7122,합천군,(가야)야동마을경로당,가야면 매안4길 59
7123,합천군,(가야)교동경로당,가야면 매안대전길 11-1
7124,합천군,(가야)영전경로당,가야면 매안5길 42-3
7125,합천군,(가야)성기(1구)경로당,가야면 가조가야로 2249
7126,합천군,(가야)성기2구경로당,가야면 성기2길 76-1
7127,합천군,(가야)상두동경로당,가야면 성기3길 127
7128,합천군,(가야)청현경로당,가야면 청현1길 3
7129,합천군,(가야)신평경로당,가야면 청현3길 256-3
7130,합천군,(가야)청현2구경로당,가야면 매안청현길 104
7131,합천군,(가야)이천경로당,가야면 월광이천길 200
7132,합천군,(가야)구현동경로당,가야면 이천길 93
7133,합천군,(가야)맬리경로당,가야면 매화1길 73
7134,합천군,(가야)매화(2구)경로당,가야면 매화2길 1
7135,합천군,(가야)사촌(1구)경로당,가야면 사촌2길 19
7136,합천군,(가야)중무동경로당,가야면 가조가야로 2815
7137,합천군,(가야)사촌2구경로당,가야면 사촌4길 15-2
7138,합천군,(가야)새청경로당,가야면 사촌3길 20-4
7139,합천군,(가야)황산1구경로당,가야면 황산1길 78
7140,합천군,(가야)본동경로당,가야면 황산2길 15-17
7141,합천군,(가야)황산2구경로당,가야면 매화산로 659
7142,합천군,(가야)황산3구경로당,가야면 가야시장로 50-29
7143,합천군,(가야)가야면할머니경로당,가야면 가야시장로 57-2
7144,합천군,(가야)자비원경로당,가야면 치인5길 106-17
7145,합천군,(야로)덕암경로당,야로면 둔터길 24 
7146,합천군,(야로)정대1구경로당,야로면 가야산로 242-3 
7147,합천군,(야로)정대2구경로당,야로면 동촌길 59 
7148,합천군,(야로)보탑경로당(정대3구),야로면 보탑길 28-1 
7149,합천군,(야로)자경경로당,야로면 묵촌길 23-2 
7150,합천군,(야로)도동경로당,야로면 묵촌길 214 
7151,합천군,(야로)구정1구경로당,야로면 구정1길 1-16 
7152,합천군,(야로)야로경로당,야로면 가야산로 350-12 
7153,합천군,(야로)야로할머니경로당,야로면 가야산로 350-12 
7154,합천군,(야로)유촌경로당(구정3구),야로면 구정묵촌길 72 
7155,합천군,(야로)송계경로당(구정4구),야로면 구정3길 66-1 
7156,합천군,(야로)역산경로당(구정5구),야로면 역산길 51 
7157,합천군,(야로)야로1구경로당,야로면 야로길 5 
7158,합천군,(야로)야로2구경로당,야로면 돈평길 80-1 
7159,합천군,(야로)금평경로당,야로면 금평1길 1 
7160,합천군,(야로)금평2구경로당,야로면 창동청계길 76 
7161,합천군,(야로)청계경로당,야로면 산당청계길 213 
7162,합천군,(야로)청계2구경로당,야로면 창동청계길 281 
7163,합천군,(야로)하빈경로당,야로면 미숭산로 72 
7164,합천군,(야로)하빈1구할머니경로당,야로면 하빈1길 23-13 
7165,합천군,(야로)하빈2구경로당,야로면 하빈2길 10-6 
7166,합천군,(야로)매촌경로당,야로면 매촌2길 5 
7167,합천군,(야로)우복경로당(매촌2구),야로면 선원우복길 122 
7168,합천군,(야로)월광경로당,야로면 월광1길 1 
7169,합천군,(야로)나대3구경로당,야로면 야로덕곡로 324 
7170,합천군,(야로)석사경로당,야로면 석사길 22 
7171,합천군,(야로)상나대경로당,야로면 나대1길 2 
7172,합천군,(야로)나대2구경로당,야로면 나대길 112 
7173,합천군,(야로)하림1구경로당,야로면 하림길 11 
7174,합천군,(야로)하림2구경로당,야로면 야로덕곡로 48 
7175,합천군,(야로)빈연경로당,야로면 빙연길 18 
7176,합천군,(야로)구정2구경로당,야로면 시장길 20 
7177,합천군,(율곡)문림1구경로당,율곡면 문림길 22-33 
7178,합천군,(율곡)문림2구경로당,율곡면 문림길 40-7 
7179,합천군,(율곡)임북1구경로당,율곡면 임북길 311 
7180,합천군,(율곡)상림경로당,율곡면 임북3길 8-4 
7181,합천군,(율곡)임북2구경로당,율곡면 임북2길 43-1 
7182,합천군,(율곡)본천경로당,율곡면 본천길 116 
7183,합천군,(율곡)본천2구경로당,율곡면 본천1길 71 
7184,합천군,(율곡)본천3구경로당,율곡면 본천길 353 
7185,합천군,(율곡)율곡경로당,율곡면 영전3길 23 
7186,합천군,(율곡)영전1구경로당,율곡면 영전3길 15 
7187,합천군,(율곡)벽전경로당,율곡면 영전3길 78-1 
7188,합천군,(율곡)영전2구경로당,율곡면 영전1길 145 
7189,합천군,(율곡)샛담경로당(영전2구),율곡면 영전2길 5 
7190,합천군,(율곡)낙민경로당,율곡면 동부로 690-11 
7191,합천군,(율곡)수남경로당,율곡면 낙민2길 56 
7192,합천군,(율곡)현동경로당,율곡면 낙민1길 51 
7193,합천군,(율곡)낙민2구경로당,율곡면 매실길 73 
7194,합천군,(율곡)낙민3구경로당,율곡면 낙민4길 4 
7195,합천군,(율곡)귀봉동경로당,율곡면 낙민3길 68 
7196,합천군,(율곡)갑산1구경로당,율곡면 낙민갑산길 141 
7197,합천군,(율곡)갑산2구경로당,율곡면 낙민갑산길 285 
7198,합천군,(율곡)갑산3구경로당,율곡면 갑산5길 20 
7199,합천군,(율곡)항곡1구경로당,율곡면 항곡1길 64 
7200,합천군,(율곡)항곡2구경로당,율곡면 항곡3길 27 
7201,합천군,(율곡)율진1구경로당,율곡면 율진3길 12 
7202,합천군,(율곡)율진1구학산경로당,율곡면 율진4길 44-3 
7203,합천군,(율곡)율진경로당(율진2구),율곡면 율진2길 73 
7204,합천군,(율곡)노양1구경로당,율곡면 노양길 295 
7205,합천군,(율곡)노양1구샛담경로당,율곡면 노양길 186-7 
7206,합천군,(율곡)노양2구경로당,율곡면 노양1길 7 
7207,합천군,(율곡)언양골경로당,율곡면 노양2길 58 
7208,합천군,(율곡)두사경로당,율곡면 두사길 47 
7209,합천군,(율곡)내천경로당,율곡면 황강옥전로 626 
7210,합천군,(율곡)기리경로당,율곡면 기리길 257 
7211,합천군,(율곡)기리백마경로당,율곡면 기리1길 15-3 
7212,합천군,(율곡)범구주경로당,율곡면 제내1길 16 
7213,합천군,(율곡)제내경로당,율곡면 제내2길 18 
7214,합천군,(율곡)둔전성지동경로당,율곡면 제내항곡길 125 
7215,합천군,(율곡)노와진경로당,율곡면 대야로 1559-6 
7216,합천군,(율곡)와리할머니경로당,율곡면 와리길 19 
7217,합천군,(율곡)와리원촌경로당,율곡면 원촌길 24 
7218,합천군,(초계)초계경로당,초계면초계2길 19 
7219,합천군,(초계)내동경로당,초계면 내동3길 11 
7220,합천군,(초계)초계내동할머니경로당,초계면 내동3길 11 
7221,합천군,(초계)교촌경로당,초계면 초계중앙로 26-1 
7222,합천군,(초계)교촌할머니경로당,초계면 초계중앙로 26-1 
7223,합천군,(초계)중리경로당,초계면 동부로 1068 
7224,합천군,(초계)대동경로당,초계면 대동길 26 
7225,합천군,(초계)대동할머니경로당,초계면 대동길 24-18 
7226,합천군,(초계)택리경로당,초계면 택리길 30 
7227,합천군,(초계)택리할머니경로당,초계면 택리길 31 
7228,합천군,(초계)각곡경로당,초계면 우회로 220 
7229,합천군,(초계)대평경로당,초계면 양동로 200-5 
7230,합천군,(초계)대평할머니경로당,초계면 양동로 204 
7231,합천군,(초계)창동경로당,초계면 대평1길 23-2 
7232,합천군,(초계)유하경로당,초계면 양동로 243 
