연번,시군명,시설명,주소
2942,밀양시,용소경로당,밀양시 단장면 용소길 40
2943,밀양시,국동경로당,밀양시 단장면 국전1길 29
2944,밀양시,양지경로당,밀양시 단장면 국전2길 69
2945,밀양시,국서경로당,밀양시 단장면 국전로 502
2946,밀양시,무릉경로당,밀양시 단장면 무릉3안길 1
2947,밀양시,노곡경로당,밀양시 단장면 무릉2길 29-1
2948,밀양시,지시동경로당,밀양시 단장면 무릉4길 27-1
2949,밀양시,태동경로당,밀양시 단장면 태동길 13
2950,밀양시,연경경로당,밀양시 단장면 국전로 3-45
2951,밀양시,용회경로당,밀양시 단장면 용회길 74-20
2952,밀양시,사연경로당,밀양시 단장면 사연길 51
2953,밀양시,동화경로당,밀양시 단장면 동화4길 14
2954,밀양시,사연말방경로당,밀양시 단장면 동화2길 50
2955,밀양시,범도경로당,밀양시 단장면 범도길 27
2956,밀양시,아불경로당,밀양시 단장면 표충로 889
2957,밀양시,평리경로당,밀양시 단장면 고례4길 7
2958,밀양시,고례경로당,밀양시 단장면 고례1길 3-7
2959,밀양시,바드리경로당,밀양시 단장면 바드래길 412
2960,밀양시,구천경로당,밀양시 단장면 구천1길 5
2961,밀양시,삼거경로당,밀양시 단장면 삼거길 30-6
2962,밀양시,시전경로당,밀양시 단장면 시전중앙길 67-2
2963,밀양시,상봉경로당,밀양시 단장면 상봉2길 19
2964,밀양시,예림1리경로당,밀양시 상남면 예림중앙1안길 26-2
2965,밀양시,예림2리경로당,밀양시 상남면 예림2길 12
2966,밀양시,양림간경로당,밀양시 상남면 양림동촌1길 54
2967,밀양시,운하경로당,밀양시 상남면 운하길 40
2968,밀양시,운내경로당,밀양시 상남면 운내길 28-1
2969,밀양시,당촌경로당,밀양시 상남면 당촌2길 9-7
2970,밀양시,대동남성경로당,밀양시 상남면 상남로 1187-5
2971,밀양시,대동여성경로당,밀양시 상남면 상남로 1187-5
2972,밀양시,동촌경로당,밀양시 상남면 예평로 109
2973,밀양시,대성경로당,밀양시 상남면 대성길 68
2974,밀양시,고노실경로당,밀양시 상남면 고노실길 22
2975,밀양시,기산경로당,밀양시 상남면 상남로 1115
2976,밀양시,우곡경로당,밀양시 상남면 상남우곡2길 23
2977,밀양시,이연경로당,밀양시 상남면 이연길 88
2978,밀양시,내금경로당,밀양시 상남면 내금2길 1
2979,밀양시,외금경로당,밀양시 상남면 상남로 786
2980,밀양시,평촌1리경로당,밀양시 상남면 평촌중앙로 26
2981,밀양시,상남분회경로당,밀양시 상남면 상남로 824-7
2982,밀양시,평촌2리경로당,밀양시 상남면 평촌길 41
2983,밀양시,평촌여성경로당,밀양시 상남면 평촌길 59
2984,밀양시,평촌3리경로당,밀양시 상남면 밤마길 15
2985,밀양시,대흥경로당,밀양시 상남면 대흥길 217
2986,밀양시,마산경로당,밀양시 상남면 외평로 488-3
2987,밀양시,무량원경로당,밀양시 상남면 무량원길 11
2988,밀양시,당곡경로당,밀양시 상남면 인산남길 18
2989,밀양시,인산경로당,밀양시 상남면 상남인산1길 15
2990,밀양시,동산경로당,밀양시 상남면 동산1길 7
2991,밀양시,세천경로당,밀양시 상남면 상남로 215
2992,밀양시,외산경로당,밀양시 상남면 외평로 182
2993,밀양시,오산경로당,밀양시 상남면 오산길 14
2994,밀양시,어은경로당,밀양시 상남면 어은길 38
2995,밀양시,사당동경로당,밀양시 상남면 조음로 162
2996,밀양시,원조음경로당,밀양시 상남면 조음1길 39
2997,밀양시,관동경로당,밀양시 상남면 조남길 83
2998,밀양시,조서경로당(명성),밀양시 상남면 조음2길 6
2999,밀양시,남동경로당,밀양시 상남면 조남길 408
3000,밀양시,남산경로당,밀양시 상남면 남산2길 132
3001,밀양시,평리경로당,밀양시 상남면 조남길 193
3002,밀양시,오방경로당,밀양시 초동면 오방길 29
3003,밀양시,범평경로당,밀양시 초동면 범평2안길 18
3004,밀양시,명포경로당,밀양시 초동면 명성2길 69-6
3005,밀양시,신포경로당,밀양시 초동면 명성3안길 3-3
3006,밀양시,성암경로당,밀양시 초동면 명성로 440
3007,밀양시,대곡경로당,밀양시 초동면 대곡2길 58
3008,밀양시,예촌경로당,밀양시 초동면 대곡1길 2
3009,밀양시,차월경로당,밀양시 초동면 반월5길 47-4
3010,밀양시,반월경로당,밀양시 초동면 반월3길 42-3
3011,밀양시,성북경로당,밀양시 초동면 초하로 413
3012,밀양시,검산경로당,밀양시 초동면 검산안길 26
3013,밀양시,객금경로당,밀양시 초동면 검암4길 71
3014,밀양시,검암경로당,밀양시 초동면 검암3길 13-5
3015,밀양시,모전동경로당,밀양시 초동면 검암2길 16-1
3016,밀양시,곡강경로당,밀양시 초동면 곡강길 14
3017,밀양시,두암경로당,밀양시 초동면 두암안길 4
3018,밀양시,금포경로당,밀양시 초동면 금포안길 16
3019,밀양시,성만경로당,밀양시 초동면 성만2길 99
3020,밀양시,구령경로당,밀양시 초동면 성만4길 16-6
3021,밀양시,신호경로당,밀양시 초동면 신호2길 49
3022,밀양시,초동분회경로당,밀양시 초동면 신호2길 24-1
3023,밀양시,신월경로당,밀양시 초동면 새월길 50
3024,밀양시,삼손경로당,밀양시 초동면 덕산2길 27
3025,밀양시,외송경로당,밀양시 초동면 덕산5길 54
3026,밀양시,장송경로당,밀양시 초동면 신연로 321
3027,밀양시,와지경로당,밀양시 초동면 방동길1
3028,밀양시,방동경로당,밀양시 초동면 방동안길 22
3029,밀양시,내대경로당,밀양시 초동면 봉황중앙길 136
3030,밀양시,봉대경로당,밀양시 초동면 신연로 436
3031,밀양시,봉덕경로당,밀양시 초동면 봉황중앙길 12
3032,밀양시,통암경로당,밀양시 초동면 성만1길 14-8
3033,밀양시,무안부녀경로당,밀양시 무안면 동부동안길 3
3034,밀양시,무안분회경로당,밀양시 무안면 동부1길 5
3035,밀양시,서부경로당,밀양시 무안면 문화1길 12
3036,밀양시,서부여성경로당,밀양시 무안면 서부2길 13
3037,밀양시,부로경로당,밀양시 무안면 부로길 145
3038,밀양시,신법경로당,밀양시 무안면 신법길 43
3039,밀양시,신법부녀경로당,밀양시 무안면 사명로 649
3040,밀양시,삼태경로당,밀양시 무안면 삼태길 20
3041,밀양시,태봉경로당,밀양시 무안면 태봉길 17-3
3042,밀양시,화봉경로당,밀양시 무안면 삼화길 274
3043,밀양시,화봉부녀경로당,밀양시 무안면 삼화길 279
3044,밀양시,모곡경로당,밀양시 무안면 삼화길 381-1
3045,밀양시,영신경로당,밀양시 무안면 화봉3길 1
3046,밀양시,영안경로당,밀양시 무안면 삼화길 545-2
3047,밀양시,죽월경로당,"밀양시 무안면 죽월3길 26-4,"
3048,밀양시,죽월부녀경로당,"밀양시 무안면 죽월3길 26-4, 1층"
3049,밀양시,양효경로당,밀양시 무안면 사명로 1072
3050,밀양시,효우촌경로당,밀양시  무안면 양효2길 12
3051,밀양시,내진경로당,밀양시 무안면 내진1길 30-14
3052,밀양시,동산경로당,밀양시 무안면 무안동산2길 5
3053,밀양시,동산부녀경로당,밀양시 무안면 무안동산2길 5
3054,밀양시,하촌경로당,밀양시 무안면 무안동산1길 50
3055,밀양시,판곡경로당,밀양시 무안면 판정로 74
3056,밀양시,판곡본동경로당,밀양시 무안면 판곡길 89
3057,밀양시,운정경로당,밀양시 무안면 운정길 105
3058,밀양시,어은동경로당,밀양시 무안면 가복4길 2-3
3059,밀양시,백안경로당,밀양시 무안면 백안1길 120
3060,밀양시,가복경로당,밀양시 무안면 가복3길 11
3061,밀양시,가복본동경로당,밀양시 무안면 가복4안길 4
3062,밀양시,솟질경로당,밀양시 무안면 솟질길 13-1
3063,밀양시,정곡경로당,밀양시 무안면 정곡1길 8
3064,밀양시,연상경로당,밀양시 무안면 연상1길 34-3
3065,밀양시,연상중리경로당,밀양시 무안면 신연로 722
3066,밀양시,고사경로당,밀양시 무안면 고사길 98
3067,밀양시,강동경로당,밀양시 무안면 성덕2길 65
3068,밀양시,서은동경로당,밀양시 무안면 성덕2안길 140
3069,밀양시,강서경로당,밀양시 무안면  성덕3길 26
3070,밀양시,성덕원경로당,밀양시 무안면 성덕1길 30
3071,밀양시,모로경로당,밀양시 무안면 모로안길 15
3072,밀양시,덕암경로당,밀양시 무안면 덕암2길 32
3073,밀양시,덕암상촌경로당,밀양시 무안면 덕암길 216-1
3074,밀양시,중산경로당,밀양시 무안면 중산1길 2
3075,밀양시,중산부녀경로당,밀양시 무안면 중산길 6
3076,밀양시,웅동경로당,밀양시 무안면 무안서로 268
3077,밀양시,서가정경로당,밀양시 무안면 가례로 169
3078,밀양시,다례경로당,밀양시 무안면 가례1길 1
3079,밀양시,못안경로당,밀양시 무안면 가례리 368-1
3080,밀양시,아치실경로당,밀양시 무안면 아치실길 24
3081,밀양시,고라경로당,밀양시 무안면 고라2길 9-3
3082,밀양시,장재터경로당,밀양시 무안면 고라1길 5-1
3083,밀양시,신생경로당,밀양시 무안면 신생길 90
3084,밀양시,어룡동경로당,밀양시 무안면 웅동2길 155
3085,밀양시,소태경로당,밀양시 청도면 소태2길 44-2
3086,밀양시,가곡경로당,밀양시 청도면 두곡2길 240-4
3087,밀양시,두곡경로당,밀양시 청도면 두곡2길 78
3088,밀양시,두곡여성경로당,밀양시 청도면 두곡3길 120
3089,밀양시,당숲여성경로당,밀양시 청도면 구기길 11-9
3090,밀양시,청도분회경로당,밀양시 청도면 청도로 93-10
3091,밀양시,구기경로당,밀양시 청도면 구기길 129
3092,밀양시,근기경로당,밀양시 청도면 근기3길 43
3093,밀양시,조천경로당,밀양시 청도면 조천길 325
3094,밀양시,호음경로당,밀양시 청도면 호음양지길 48
3095,밀양시,평지경로당,밀양시 청도면 인산3길 7-2
3096,밀양시,인산경로당,밀양시 청도면 인산1길 14
3097,밀양시,덕산경로당,밀양시 청도면 고법길 173
3098,밀양시,고법남성경로당,밀양시 청도면 고법길 91
3099,밀양시,고법여성경로당,밀양시 청도면 고법길 91
3100,밀양시,덕법경로당,밀양시 청도면 덕법길 60-56
3101,밀양시,덕법여성경로당,밀양시 청도면 덕법길 59-1
3102,밀양시,대촌경로당,밀양시 청도면 요고길 451
3103,밀양시,안곡경로당,밀양시 청도면 요고2길 11-9
3104,밀양시,평전경로당,밀양시 청도면 요고1길 34
3105,밀양시,서편경로당,밀양시 청도면 요고4길 48-8
3106,밀양시,내일1통경로당,밀양시 영남루2길 16(내일동)
3107,밀양시,밀성분회경로당,밀양시 용평로 18-1(내일동)
3108,밀양시,내일2.3통경로당,"밀양시 석정로 46-11, 1동 113호(내일동,동흥주택)"
3109,밀양시,북성경로당,밀양시 석정로2길 12-9(내일동)
3110,밀양시,내일5통경로당,밀양시 내일중앙길 28(내일동)
3111,밀양시,신화아파트경로당,밀양시 북성로7길 34-2(내일동)
3112,밀양시,용평1통경로당,밀양시 용평로3길 30-4(내일동)
3113,밀양시,용평경로당,밀양시 용평로 202-1(내일동)
3114,밀양시,장선경로당,밀양시 용평로8길 14(내일동)
3115,밀양시,활성1통경로당,밀양시 활성1길 39(내일동)
3116,밀양시,활성2통경로당,밀양시 활성2길 34(내일동)
3117,밀양시,당산경로당,밀양시 진장2길 4-7(내이동)
3118,밀양시,미래경로당,밀양시 진장2길 5(내이동)
3119,밀양시,밀양도뮤토아파트경로당,밀양시 점필재로 45-25(내이동)
3120,밀양시,삼일분회경로당,밀양시 노상하1길 24-1(내이동)
3121,밀양시,부민경로당,"밀양시 창밀로 3566-8 (내이동,부민신촌그린타워내)"
3122,밀양시,신촌경로당,밀양시 내이신촌2길 17(내이동)
3123,밀양시,남부경로당,밀양시 진장3길 15(내이동)
3124,밀양시,낙선경로당,밀양시 내이1안길 6(내이동)
3125,밀양시,중앙경로당,"밀양시 하송정2길7(내이동,영생아파트내)(내이동)"
3126,밀양시,현대경로당,"밀양시 시청로2길 6(내이동,현대아파트)(내이동)"
3127,밀양시,롯데인벤스경로당,밀양시 점필재로 65(내이동)
3128,밀양시,밀양내이LH아파트경로당,밀양시 창밀로 3535 (내이동)
3129,밀양시,내이4·8통경로당,"밀양시 노상하3길 5, 9동 151호(내이동)"
3130,밀양시,밀성경로당,밀양시 밀성로 1길 5
3131,밀양시,터미널경로당,"밀양시 북성로 1길 15-12, 1층"
3132,밀양시,하송정경로당,밀양시 하송정2길 16-4
3133,밀양시,쌍용아파트경로당,밀양시 내이신촌1길 17
3134,밀양시,한신더휴아파트경로당,밀양시 창밀로 3530
3135,밀양시,교동분회경로당,밀양시 밀양향교1길 1(교동)
3136,밀양시,춘복경로당,밀양시 범북2길 12(교동)
3137,밀양시,모례경로당,밀양시 모례2길 4(교동)
3138,밀양시,교동4통경로당,밀양시 석정로 130-8(교동)
3139,밀양시,교동5통경로당,밀양시 북성로 107(교동)
3140,밀양시,한마음타운경로당,밀양시 교동로5길 18(교동)
3141,밀양시,교동7통경로당,밀양시 교동로4길11(교동)
3142,밀양시,목화아파트경로당,밀양시 교동로 93(교동)
3143,밀양시,우신그린피아경로당,밀양시 교동로 76(교동)
3144,밀양시,솔밭경로당,밀양시 중앙로 264-3(삼문동)
3145,밀양시,삼문제2경로당,밀양시 삼문중앙로6길 19(삼문동)
3146,밀양시,삼문3.7경로당,밀양시 수월2길 16-1(삼문동)
3147,밀양시,옥합경로당,밀양시 밀여중서길 5(삼문동)
3148,밀양시,중앙당경로당,밀양시 삼문중앙로 8-2(삼문동)
3149,밀양시,제일훼미리2차경로당,밀양시 밀양대로 1755(삼문동)
3150,밀양시,제일훼미리경로당,밀양시 밀양대로 1755(삼문동)
3151,밀양시,남천경로당,밀양시 미리벌로2길 14(한성빌라 B동 105호)(삼문동)
3152,밀양시,주공아파트경로당,밀양시 밀양대로 1783-4(삼문동)
3153,밀양시,세광아파트경로당,밀양시 밀양대로 1816 (삼문동)(삼문동)
3154,밀양시,유한강변아파트경로당,밀양시 삼문강변로 60(삼문동)
3155,밀양시,청구1차아파트경로당,밀양시 중앙로 238-12(삼문동)
3156,밀양시,청구2차아파트경로당,밀양시 중앙로 238-6(삼문동)
3157,밀양시,일성아파트경로당,밀양시 중앙로 218(삼문동)
3158,밀양시,대우아파트경로당,밀양시 중앙로 234-3(삼문동)
3159,밀양시,세경웰러스경로당,밀양시 미리벌로2길 47(삼문동)
3160,밀양시,코아루아파트경로당,밀양시 미리벌로3길 45(삼문동)
3161,밀양시,푸르지오경로당,밀양시 미리벌중앙로3길 47(삼문동)
3162,밀양시,휴먼시아경로당,밀양시 미리벌중앙로 35(삼문동)
3163,밀양시,"지엘리베라움1,2단지아파트경로당",밀양시 미리벌로3길 11(삼문동)
3164,밀양시,이편한삼문경로당,밀양시 미리벌중앙로 10(삼문동)
3165,밀양시,유성청구타운청구경로당,밀양시 중앙로 238-12(삼문동)
3166,밀양시,가곡1통경로당,밀양시 용두동길 32(가곡동)
3167,밀양시,가곡2통경로당,밀양시 가곡14길 4(가곡동)
3168,밀양시,가곡3통경로당,밀양시 꽃가람2길 4(가곡동)
3169,밀양시,부전경로당,밀양시 가곡벚꽃길 7(가곡동)
3170,밀양시,삼강그린맨션경로당,밀양시 중앙로 149-2(가곡동)
3171,밀양시,가곡4통경로당,밀양시 멍에실로2길 45-3(가곡동)
3172,밀양시,남포동경로당,밀양시 남포길 31-3(가곡동)
3173,밀양시,가곡분회경로당,밀양시 가곡6길 22(가곡동)
3174,밀양시,우영타워경로당,밀양시 가곡벚꽃길 63(가곡동)
3175,밀양시,경남아파트경로당,밀양시 가곡7길 23(가곡동)
3176,밀양시,대승아파트경로당,밀양시 가곡4길 19(가곡동)
3177,밀양시,가곡11통경로당,밀양시 역앞광장로 10-1(가곡동)
3178,밀양시,대송파크경로당,밀양시 중앙로 38 (가곡동)
3179,밀양시,주공2단지경로당,밀양시 중앙로 47(가곡동)
3180,밀양시,가곡주공경로당,밀양시 중앙로 47(가곡동)
3181,밀양시,밀주경로당,밀양시 가곡9안길 8(가곡동)
3182,밀양시,밀양강푸르지오경로당,밀양시 역앞광장로 15(가곡동)
3183,밀양시,용두경로당,"밀양시 가곡15안길 9, 1동 101호"
3184,거제시,대신경로당,지세포해안로 82-5
3185,거제시,구조라수정경로당,구조라로 49
3186,거제시,대동경로당,지세포5길 45
3187,거제시,망치경로당,망치2길 2-2
3188,거제시,하촌경로당,옥림4길 11
3189,거제시,회진경로당,지세포로 60
3190,거제시,소동경로당,소동3길 16
3191,거제시,와현경로당,와현해변길 20
3192,거제시,공령경로당,지세포로142-1
3193,거제시,양화경로당,양화1길 15
3194,거제시,거원경로당,거제대로 2454-6
3195,거제시,동성경로당,반송재로 481-9
3196,거제시,상촌경로당,옥림길 29
3197,거제시,교항경로당,교항1길 6
3198,거제시,일운신촌경로당,거제대로 2557-11
3199,거제시,예구경로당,와현로 225
3200,거제시,망양경로당,거제대로 1889
3201,거제시,선창경로당,지세포해안로 214
3202,거제시,삼정경로당,구조라로2길 15
3203,거제시,일운주공경로당,거제대로 2591
3204,거제시,산양경로당(남자),거제남서로 3111
3205,거제시,산촌경로당,산촌1길 8-1
3206,거제시,가배경로당,가배2길 20
3207,거제시,율포경로당,거제남서로 1966
3208,거제시,학동경로당,학동3길 7
3209,거제시,산양여자경로당,거제남서로 3111
3210,거제시,구천경로당,구천4길 23
3211,거제시,동산경로당,동부로 2길 7
3212,거제시,연담경로당,동부로 278
3213,거제시,수산경로당,수산2길 1
3214,거제시,부춘경로당,부춘1길 18-4
3215,거제시,영북경로당,오송3길 43
3216,거제시,평지경로당,구천2길 19
3217,거제시,삼거림경로당,삼거림2길 5
3218,거제시,동호경로당,오송6길 25
3219,거제시,함박금경로당,함박금길 223-37
3220,거제시,유천경로당,동부로7길 19
3221,거제시,영월경로당,거제남서로 2570
3222,거제시,동호양지경로당,오송5길 11
3223,거제시,오송경로당,거제남서로 2924-4
3224,거제시,근포경로당,근포1길 57
3225,거제시,다포경로당,다포3길 12
3226,거제시,다대경로당,거제대로 163
3227,거제시,저구경로당,저구2길 15
3228,거제시,명사경로당,거제남서로 1023
3229,거제시,탑포경로당,남부해안로 1184-1
3230,거제시,쌍근경로당,쌍근1길 3-2
3231,거제시,대포경로당,대포길 57
3232,거제시,해금강경로당,해금강2길 29
3233,거제시,도장포경로당,도장포2길 11
3234,거제시,여차경로당,여차길 12
3235,거제시,거제면분회경로당,기성로 18
3236,거제시,거제면부인회경로당,기성로2길 6
3237,거제시,오수경로당,오수2길 30
3238,거제시,소랑경로당,소랑1길 51
3239,거제시,외간경로당,외간옥산1길 12
3240,거제시,내간경로당,내간2길 54
3241,거제시,옥산경로당,옥산1길 24
3242,거제시,송곡경로당,송곡1길 73
3243,거제시,선창경로당,오수선창길 28
3244,거제시,화원경로당,서정옥산길 283
3245,거제시,동림경로당,서정옥산길 226
3246,거제시,귀목정경로당,귀목정길 36
3247,거제시,죽림경로당,죽림1길 95
3248,거제시,서원경로당,거제남서로 3465
3249,거제시,남동경로당,기성로2길 10
3250,거제시,서정경로당,기성로7길 22
3251,거제시,동상경로당,읍내로5길 3
3252,거제시,서상경로당,기성로6길 3-1
3253,거제시,고당경로당,고당길 34
3254,거제시,산후경로당,산달길 405
3255,거제시,실리경로당,산달길 325
3256,거제시,명진경로당,산촌명진길 156
3257,거제시,남정경로당,명진1길 47-16
3258,거제시,산전경로당,산달길 701
3259,거제시,아지랑경로당,아지랑이길11
3260,거제시,법동경로당,법동2길 34
3261,거제시,거제오션파크자이경로당,두동로 259-90
3262,거제시,옥동경로당,청마로 631
3263,거제시,상서경로당,시목4길 27
3264,거제시,시목경로당,시목1길 11
3265,거제시,거림경로당,거림2길 10
3266,거제시,농막경로당,거림1길 30
3267,거제시,방하경로당,방하2길 7
3268,거제시,방답경로당,방답길 10-1
3269,거제시,호곡경로당,거제남서로 4781
3270,거제시,학산경로당,거제남서로 5069-3
3271,거제시,아사경로당,아사1길 17-1
3272,거제시,유지경로당,청마로 503
3273,거제시,화도경로당,화도길 133
3274,거제시,하둔경로당,하둔길 59-1
3275,거제시,죽전경로당,죽전길 89
3276,거제시,마장경로당,거림3길 46-2
3277,거제시,술역경로당,술역3길 40
3278,거제시,산방경로당,산방2길 7
3279,거제시,녹산경로당,거제남서로 4703-1
3280,거제시,어구경로당,어구길 2-3
3281,거제시,내평경로당,내평4길 34
3282,거제시,화도미포경로당,화도길 389
3283,거제시,사곡경로당,모래실1길 6
3284,거제시,성내경로당,사등2길 19
3285,거제시,지석경로당,지석3길 14
3286,거제시,오량경로당,오량2길 33
3287,거제시,신계경로당,신계길 19
3288,거제시,견내량경로당,견내량2길 9
3289,거제시,청포경로당,청포2길 74
3290,거제시,광리경로당,광리2길 13
3291,거제시,청곡경로당,청곡길 70
3292,거제시,두동경로당,두동로 128
3293,거제시,성포경로당,성포로 5길 2
3294,거제시,군령포경로당,가조로6길 87
3295,거제시,창촌경로당,가조로 7길 21-1
3296,거제시,실전경로당,가조로 1262-4
3297,거제시,유교경로당,가조로 14길 4-1
3298,거제시,신교경로당,가조로 1138-1
3299,거제시,대리경로당,대리1길 27
3300,거제시,언양경로당,언양2길 26
3301,거제시,신촌경로당,덕호신촌1길 5
3302,거제시,사근경로당,성포로 1길 11
3303,거제시,장좌경로당,장좌길 120
3304,거제시,신전경로당,가조서로2길 12
3305,거제시,금포경로당,금포2길 6
3306,거제시,계도경로당,가조로 834
3307,거제시,항도경로당,성포로 237
3308,거제시,창외경로당,가조로 4길 24
3309,거제시,옥성삼화경로당,사곡1길 10
3310,거제시,영진자이온1단지경로당,두동로 54-42
3311,거제시,절골경로당,오량2길 76
3312,거제시,사곡영진자이온2단지경로당,두동로 54-40
3313,거제시,경남아너스빌경로당,두동로 30
3314,거제시,한내경로당,한내6길 8
3315,거제시,중촌경로당,오비5길 37
3316,거제시,연중경로당,연사3길 34
3317,거제시,효촌경로당,효촌1길 18
3318,거제시,상송경로당,송정1길 49
3319,거제시,연초경로당,"거제북로 25, 연초면아우름센터 2층"
3320,거제시,한곡경로당,한내2길 7
3321,거제시,천곡경로당,송정이목로 88-5
3322,거제시,죽전경로당,거제북로 65-1
3323,거제시,명상경로당,대금산로 407
3324,거제시,야부경로당,야부길 25
3325,거제시,다공경로당,다공3길 14
3326,거제시,하송경로당,송정6길 3
3327,거제시,연사경로당,연사1길 69
3328,거제시,양지경로당,죽토양지2길 8
3329,거제시,덕치경로당,덕치1길 7
3330,거제시,명하경로당,명동1길 16-1
3331,거제시,이남경로당,이목길 65
3332,거제시,오비마을경로당,연하해안로 464
3333,거제시,신우경로당,연하해안로 419
3334,거제시,중리마을경로당,대금산로 4
3335,거제시,임전경로당,거제대로 4445
3336,거제시,상천경로당,천곡1길 158-2
3337,거제시,하천경로당,천곡3길 18
3338,거제시,관암경로당,죽토2길 3
3339,거제시,이목경로당,송정이목로 292-4
3340,거제시,연행경로당,연사5길 6(1층)
3341,거제시,소오비경로당,연초면 소오비길 30
3342,거제시,신동경로당,하청로 43
3343,거제시,동리경로당,연하해안로 1522
3344,거제시,덕곡경로당,덕곡2길 5
3345,거제시,사환경로당,거제북로 621
3346,거제시,실전경로당,실전2길 16
3347,거제시,창동경로당,하청1길 24
3348,거제시,장곶경로당,어온3길 20-1
3349,거제시,서리경로당,서리2길 37
3350,거제시,석포경로당,석포1길 36
3351,거제시,금곡경로당,칠천로359-3
3352,거제시,해안경로당,해안2길 33
3353,거제시,중리경로당,중리1길 2
3354,거제시,서상경로당,유계5길 12
3355,거제시,대곡경로당,칠천로 708
3356,거제시,송포경로당,대곡4길 63-2
3357,거제시,성동경로당,하청3길 58
3358,거제시,황덕경로당,황덕도길 109
3359,거제시,서항경로당,연하해안로 1439
3360,거제시,와항경로당,와항2길 23
3361,거제시,옥계경로당,칠천로 275-21
3362,거제시,신창경로당,하청2길 8-1
3363,거제시,연구경로당,칠천로 595
3364,거제시,서대경로당,유계2길 97
3365,거제시,곡촌경로당,연구7길 20
3366,거제시,어온경로당,어온2길 12-7
3367,거제시,물안경로당,어온1길 21
3368,거제시,LHA경로당,거제북로 554
3369,거제시,장동경로당,옥포대첩로 1595-5
3370,거제시,장북경로당,장목7길 12
3371,거제시,장서경로당,장목6길 9
3372,거제시,관포경로당,관포길 17
3373,거제시,상유경로당,유호1길 67
3374,거제시,황포경로당,황포1길 113-2
3375,거제시,구영경로당,구영2길 9-2
3376,거제시,복항경로당,복항길 4
3377,거제시,하유경로당,유호5길 5
3378,거제시,율천경로당,대금산로 647
3379,거제시,농소경로당,농소길 55
3380,거제시,외포경로당,외포3길 11
3381,거제시,대계경로당,옥포대첩로 740
3382,거제시,대금경로당,옥포대첩로 1305-5
3383,거제시,상포경로당,외포6길 8-2
3384,거제시,소계경로당,소계길 20
3385,거제시,신촌경로당,신촌길 8
3386,거제시,두모경로당,두모실길 18
3387,거제시,시방경로당,시방2길 6
3388,거제시,궁농경로당,거제북로 2664
3389,거제시,임호경로당,거제북로 2532
3390,거제시,간곡경로당,간곡길 34-1
3391,거제시,매동경로당,매동길 8
3392,거제시,율북경로당,대금산로 693-4
3393,거제시,송진경로당,거제북로 1458
3394,거제시,서목경로당,옥포대첩로 1100
3395,거제시,이수경로당,이수도길 25-1
3396,거제시,흥남경로당,흥남길 15-9
3397,거제시,외포남자경로당,외포4길 9
3398,거제시,구촌경로당,장승포로11길 5
3399,거제시,장승포경로당,장승포1로1길 15
3400,거제시,두모경로당,두모길 50
3401,거제시,중앙경로당,장승포1로3길 12-1
3402,거제시,장승경로당,장승포로1길 15
3403,거제시,신부경로당,신부로3길 11-15
3404,거제시,마전경로당,마전5길 8
3405,거제시,마전주공경로당,장승로 26 관리동
3406,거제시,은아아파트경로당,마전3길 30-4
3407,거제시,능포경로당,능포로 14길 16
3408,거제시,옥수경로당,옥수로 10길 31-1
3409,거제시,옥명경로당,능포로 6길 13-4
3410,거제시,옥명대우아파트경로당,능포로 2길 38
3411,거제시,능포6.7통경로당,옥수로 8길 95
3412,거제시,옥명대우푸르지오아파트경로당,능포로 2길 38
3413,거제시,동헌경로당,능포로 4길 5
3414,거제시,롯데캐슬아일랜드아파트경로당,능포로2길 62
3415,거제시,능포11통경로당,능포로 5길 17
3416,거제시,성수경로당,옥수로8길 31
3417,거제시,능포2.3통경로당,능포로 11길 8-17
3418,거제시,아주2통경로당,아주로 7-1
3419,거제시,내곡경로당,아주1로 105-14
3420,거제시,용소경로당,용소1길 76
3421,거제시,탑곡1경로당,아주3길 25
3422,거제시,해와루아파트경로당,아주로 73
3423,거제시,아주동6통경로당,탑곡로 88
3424,거제시,아주대동다숲경로당,아주2로 2길 13
3425,거제시,현진에버빌경로당,용소1길 85
3426,거제시,숲속의아침경로당,용소7길 20
3427,거제시,거제마린푸르지오1단지경로당,용소1길 17-17
3428,거제시,옥포1동여성경로당,옥포로6길 1-1
3429,거제시,옥포경로당,옥포대첩로2길 58-1
3430,거제시,그린파크경로당,거제대로 3697-19
3431,거제시,삼도로얄맨션경로당,거제대로 3697-25 8호동 1층
3432,거제시,덕산4차경로당,옥포로 305
3433,거제시,국산경로당,옥포로 26길 15-4
3434,거제시,조라경로당,옥포대첩로 9길 3
3435,거제시,상덕경로당,덕포4길 3
3436,거제시,혜성경로당,성산로 54
3437,거제시,하덕경로당,덕포5길 35-2
3438,거제시,덕산5차경로당,옥포로 315
3439,거제시,석천경로당,국산로 166
3440,거제시,덕산2차경로당,옥포로 298
3441,거제시,진영경로당,진목로 19
3442,거제시,장자경로당,덕포3길 26-4
3443,거제시,옥포마리나경로당,옥포대첩로 1
3444,거제시,성은경로당,옥포로 315-2
3445,거제시,덕산3차경로당,옥포로 293-1
3446,거제시,이편한세상옥포아파트경로당,성산로 33
3447,거제시,옥포도뮤토아파트경로당,성산로 169
3448,거제시,와치경로당,장평3로7길 31-4
3449,거제시,장평4경로당,장평1로 143
3450,거제시,장평경로당,장평로 71
3451,거제시,대한1차경로당,장평로6길 23
